 TIME                    	Q                        	
  +9.9650000000000000E+03	  +3.6150503230953873E+03	
  +9.9660000000000000E+03	  +3.6150236039317019E+03	
  +9.9670000000000000E+03	  +3.6149968880841602E+03	
  +9.9680000000000000E+03	  +3.6149701755505289E+03	
  +9.9690000000000000E+03	  +3.6149434663344523E+03	
  +9.9700000000000000E+03	  +3.6149167604261875E+03	
  +9.9710000000000000E+03	  +3.6148900578362886E+03	
  +9.9720000000000000E+03	  +3.6148633585576140E+03	
  +9.9730000000000000E+03	  +3.6148366625920416E+03	
  +9.9740000000000000E+03	  +3.6148099699364379E+03	
  +9.9750000000000000E+03	  +3.6147832805833605E+03	
  +9.9760000000000000E+03	  +3.6147565945471824E+03	
  +9.9770000000000000E+03	  +3.6147299118219034E+03	
  +9.9780000000000000E+03	  +3.6147032324008937E+03	
  +9.9790000000000000E+03	  +3.6146765562866885E+03	
  +9.9800000000000000E+03	  +3.6146498834774070E+03	
  +9.9810000000000000E+03	  +3.6146232139753856E+03	
  +9.9820000000000000E+03	  +3.6145965477822983E+03	
  +9.9830000000000000E+03	  +3.6145698848871298E+03	
  +9.9840000000000000E+03	  +3.6145432252988721E+03	
  +9.9850000000000000E+03	  +3.6145165690142239E+03	
  +9.9860000000000000E+03	  +3.6144899160257833E+03	
  +9.9870000000000000E+03	  +3.6144632663467673E+03	
  +9.9880000000000000E+03	  +3.6144366199616252E+03	
  +9.9890000000000000E+03	  +3.6144099768818623E+03	
  +9.9900000000000000E+03	  +3.6143833371001820E+03	
  +9.9910000000000000E+03	  +3.6143567006138496E+03	
  +9.9920000000000000E+03	  +3.6143300674283846E+03	
  +9.9930000000000000E+03	  +3.6143034375430479E+03	
  +9.9940000000000000E+03	  +3.6142768109450303E+03	
  +9.9950000000000000E+03	  +3.6142501876511055E+03	
  +9.9960000000000000E+03	  +3.6142235676456735E+03	
  +9.9970000000000000E+03	  +3.6141969509335822E+03	
  +9.9980000000000000E+03	  +3.6141703375192083E+03	
  +9.9990000000000000E+03	  +3.6141437273971110E+03	
  +1.0000000000000000E+04	  +3.6141171205713372E+03	
  +1.0001000000000000E+04	  +3.6140905170317906E+03	
  +1.0002000000000000E+04	  +3.6140639167804356E+03	
  +1.0003000000000000E+04	  +3.6140373198197171E+03	
  +1.0004000000000000E+04	  +3.6140107261506546E+03	
  +1.0005000000000000E+04	  +3.6139841357728119E+03	
  +1.0006000000000000E+04	  +3.6139575486793374E+03	
  +1.0007000000000000E+04	  +3.6139309648690523E+03	
  +1.0008000000000000E+04	  +3.6139043843493132E+03	
  +1.0009000000000000E+04	  +3.6138778071189840E+03	
  +1.0010000000000000E+04	  +3.6138512331680586E+03	
  +1.0011000000000000E+04	  +3.6138246624982762E+03	
  +1.0012000000000000E+04	  +3.6137980951226573E+03	
  +1.0013000000000000E+04	  +3.6137715310157637E+03	
  +1.0014000000000000E+04	  +3.6137449702005388E+03	
  +1.0015000000000000E+04	  +3.6137184126629668E+03	
  +1.0016000000000000E+04	  +3.6136918584087862E+03	
  +1.0017000000000000E+04	  +3.6136653074328706E+03	
  +1.0018000000000000E+04	  +3.6136387597324770E+03	
  +1.0019000000000000E+04	  +3.6136122153190663E+03	
  +1.0020000000000000E+04	  +3.6135856741745815E+03	
  +1.0021000000000000E+04	  +3.6135591363094536E+03	
  +1.0022000000000000E+04	  +3.6135326017259417E+03	
  +1.0023000000000000E+04	  +3.6135060704074622E+03	
  +1.0024000000000000E+04	  +3.6134795423757951E+03	
  +1.0025000000000000E+04	  +3.6134530176078511E+03	
  +1.0026000000000000E+04	  +3.6134264961163558E+03	
  +1.0027000000000000E+04	  +3.6133999778992370E+03	
  +1.0028000000000000E+04	  +3.6133734629538417E+03	
  +1.0029000000000000E+04	  +3.6133469512821748E+03	
  +1.0030000000000000E+04	  +3.6133204428759050E+03	
  +1.0031000000000000E+04	  +3.6132939377438370E+03	
  +1.0032000000000000E+04	  +3.6132674358761615E+03	
  +1.0033000000000000E+04	  +3.6132409372803540E+03	
  +1.0034000000000000E+04	  +3.6132144419559386E+03	
  +1.0035000000000000E+04	  +3.6131879498923581E+03	
  +1.0036000000000000E+04	  +3.6131614610916045E+03	
  +1.0037000000000000E+04	  +3.6131349755619881E+03	
  +1.0038000000000000E+04	  +3.6131084932967533E+03	
  +1.0039000000000000E+04	  +3.6130820143000387E+03	
  +1.0040000000000000E+04	  +3.6130555385615053E+03	
  +1.0041000000000000E+04	  +3.6130290660809160E+03	
  +1.0042000000000000E+04	  +3.6130025968707769E+03	
  +1.0043000000000000E+04	  +3.6129761309208129E+03	
  +1.0044000000000000E+04	  +3.6129496682297899E+03	
  +1.0045000000000000E+04	  +3.6129232087919368E+03	
  +1.0046000000000000E+04	  +3.6128967526245988E+03	
  +1.0047000000000000E+04	  +3.6128702997067007E+03	
  +1.0048000000000000E+04	  +3.6128438500542593E+03	
  +1.0049000000000000E+04	  +3.6128174036482001E+03	
  +1.0050000000000000E+04	  +3.6127909605056630E+03	
  +1.0051000000000000E+04	  +3.6127645206182283E+03	
  +1.0052000000000000E+04	  +3.6127380839909620E+03	
  +1.0053000000000000E+04	  +3.6127116506095758E+03	
  +1.0054000000000000E+04	  +3.6126852204812444E+03	
  +1.0055000000000000E+04	  +3.6126587936125147E+03	
  +1.0056000000000000E+04	  +3.6126323699879786E+03	
  +1.0057000000000000E+04	  +3.6126059496239650E+03	
  +1.0058000000000000E+04	  +3.6125795324988721E+03	
  +1.0059000000000000E+04	  +3.6125531186307971E+03	
  +1.0060000000000000E+04	  +3.6125267080162776E+03	
  +1.0061000000000000E+04	  +3.6125003006411475E+03	
  +1.0062000000000000E+04	  +3.6124738965165075E+03	
  +1.0063000000000000E+04	  +3.6124474956406766E+03	
  +1.0064000000000000E+04	  +3.6124210980161984E+03	
  +1.0065000000000000E+04	  +3.6123947036255317E+03	
  +1.0066000000000000E+04	  +3.6123683124920149E+03	
  +1.0067000000000000E+04	  +3.6123419245964792E+03	
  +1.0068000000000000E+04	  +3.6123155399422130E+03	
  +1.0069000000000000E+04	  +3.6122891585341672E+03	
  +1.0070000000000000E+04	  +3.6122627803641444E+03	
  +1.0071000000000000E+04	  +3.6122364054442587E+03	
  +1.0072000000000000E+04	  +3.6122100337581483E+03	
  +1.0073000000000000E+04	  +3.6121836653135406E+03	
  +1.0074000000000000E+04	  +3.6121573001038687E+03	
  +1.0075000000000000E+04	  +3.6121309381378574E+03	
  +1.0076000000000000E+04	  +3.6121045794088564E+03	
  +1.0077000000000000E+04	  +3.6120782239174391E+03	
  +1.0078000000000000E+04	  +3.6120518716690153E+03	
  +1.0079000000000000E+04	  +3.6120255226479608E+03	
  +1.0080000000000000E+04	  +3.6119991768615942E+03	
  +1.0081000000000000E+04	  +3.6119728343132115E+03	
  +1.0082000000000000E+04	  +3.6119464949945650E+03	
  +1.0083000000000000E+04	  +3.6119201589077629E+03	
  +1.0084000000000000E+04	  +3.6118938260615446E+03	
  +1.0085000000000000E+04	  +3.6118674964388942E+03	
  +1.0086000000000000E+04	  +3.6118411700484057E+03	
  +1.0087000000000000E+04	  +3.6118148468899171E+03	
  +1.0088000000000000E+04	  +3.6117885269609519E+03	
  +1.0089000000000000E+04	  +3.6117622102609957E+03	
  +1.0090000000000000E+04	  +3.6117358967933069E+03	
  +1.0091000000000000E+04	  +3.6117095865458559E+03	
  +1.0092000000000000E+04	  +3.6116832795286023E+03	
  +1.0093000000000000E+04	  +3.6116569757356633E+03	
  +1.0094000000000000E+04	  +3.6116306751671350E+03	
  +1.0095000000000000E+04	  +3.6116043778203361E+03	
  +1.0096000000000000E+04	  +3.6115780837053517E+03	
  +1.0097000000000000E+04	  +3.6115517928109693E+03	
  +1.0098000000000000E+04	  +3.6115255051318595E+03	
  +1.0099000000000000E+04	  +3.6114992206860079E+03	
  +1.0100000000000000E+04	  +3.6114729394554042E+03	
  +1.0101000000000000E+04	  +3.6114466614384323E+03	
  +1.0102000000000000E+04	  +3.6114203866484863E+03	
  +1.0103000000000000E+04	  +3.6113941150830001E+03	
  +1.0104000000000000E+04	  +3.6113678467222617E+03	
  +1.0105000000000000E+04	  +3.6113415815888911E+03	
  +1.0106000000000000E+04	  +3.6113153196719500E+03	
  +1.0107000000000000E+04	  +3.6112890609681790E+03	
  +1.0108000000000000E+04	  +3.6112628054761303E+03	
  +1.0109000000000000E+04	  +3.6112365532026870E+03	
  +1.0110000000000000E+04	  +3.6112103041476475E+03	
  +1.0111000000000000E+04	  +3.6111840583040071E+03	
  +1.0112000000000000E+04	  +3.6111578156661431E+03	
  +1.0113000000000000E+04	  +3.6111315762459481E+03	
  +1.0114000000000000E+04	  +3.6111053400392339E+03	
  +1.0115000000000000E+04	  +3.6110791070325477E+03	
  +1.0116000000000000E+04	  +3.6110528772439061E+03	
  +1.0117000000000000E+04	  +3.6110266506684547E+03	
  +1.0118000000000000E+04	  +3.6110004272906399E+03	
  +1.0119000000000000E+04	  +3.6109742071315700E+03	
  +1.0120000000000000E+04	  +3.6109479901722252E+03	
  +1.0121000000000000E+04	  +3.6109217764202049E+03	
  +1.0122000000000000E+04	  +3.6108955658739019E+03	
  +1.0123000000000000E+04	  +3.6108693585370847E+03	
  +1.0124000000000000E+04	  +3.6108431544003415E+03	
  +1.0125000000000000E+04	  +3.6108169534658873E+03	
  +1.0126000000000000E+04	  +3.6107907557377325E+03	
  +1.0127000000000000E+04	  +3.6107645612077595E+03	
  +1.0128000000000000E+04	  +3.6107383698845942E+03	
  +1.0129000000000000E+04	  +3.6107121817576854E+03	
  +1.0130000000000000E+04	  +3.6106859968315393E+03	
  +1.0131000000000000E+04	  +3.6106598151064659E+03	
  +1.0132000000000000E+04	  +3.6106336365764337E+03	
  +1.0133000000000000E+04	  +3.6106074612486586E+03	
  +1.0134000000000000E+04	  +3.6105812891182850E+03	
  +1.0135000000000000E+04	  +3.6105551201826356E+03	
  +1.0136000000000000E+04	  +3.6105289544424982E+03	
  +1.0137000000000000E+04	  +3.6105027918989372E+03	
  +1.0138000000000000E+04	  +3.6104766325492196E+03	
  +1.0139000000000000E+04	  +3.6104504763920381E+03	
  +1.0140000000000000E+04	  +3.6104243234295004E+03	
  +1.0141000000000000E+04	  +3.6103981736610085E+03	
  +1.0142000000000000E+04	  +3.6103720270831059E+03	
  +1.0143000000000000E+04	  +3.6103458836949198E+03	
  +1.0144000000000000E+04	  +3.6103197434950516E+03	
  +1.0145000000000000E+04	  +3.6102936064911946E+03	
  +1.0146000000000000E+04	  +3.6102674726736918E+03	
  +1.0147000000000000E+04	  +3.6102413420428561E+03	
  +1.0148000000000000E+04	  +3.6102152146002300E+03	
  +1.0149000000000000E+04	  +3.6101890903394396E+03	
  +1.0150000000000000E+04	  +3.6101629692734105E+03	
  +1.0151000000000000E+04	  +3.6101368513906968E+03	
  +1.0152000000000000E+04	  +3.6101107366914916E+03	
  +1.0153000000000000E+04	  +3.6100846251777812E+03	
  +1.0154000000000000E+04	  +3.6100585168462226E+03	
  +1.0155000000000000E+04	  +3.6100324116964148E+03	
  +1.0156000000000000E+04	  +3.6100063097308289E+03	
  +1.0157000000000000E+04	  +3.6099802109467232E+03	
  +1.0158000000000000E+04	  +3.6099541153399728E+03	
  +1.0159000000000000E+04	  +3.6099280229148203E+03	
  +1.0160000000000000E+04	  +3.6099019336704919E+03	
  +1.0161000000000000E+04	  +3.6098758475995087E+03	
  +1.0162000000000000E+04	  +3.6098497647151466E+03	
  +1.0163000000000000E+04	  +3.6098236850040948E+03	
  +1.0164000000000000E+04	  +3.6097976084648544E+03	
  +1.0165000000000000E+04	  +3.6097715351122652E+03	
  +1.0166000000000000E+04	  +3.6097454649257083E+03	
  +1.0167000000000000E+04	  +3.6097193979140957E+03	
  +1.0168000000000000E+04	  +3.6096933340814358E+03	
  +1.0169000000000000E+04	  +3.6096672734149288E+03	
  +1.0170000000000000E+04	  +3.6096412159310407E+03	
  +1.0171000000000000E+04	  +3.6096151616129277E+03	
  +1.0172000000000000E+04	  +3.6095891104650286E+03	
  +1.0173000000000000E+04	  +3.6095630624818964E+03	
  +1.0174000000000000E+04	  +3.6095370176757392E+03	
  +1.0175000000000000E+04	  +3.6095109760407263E+03	
  +1.0176000000000000E+04	  +3.6094849375730419E+03	
  +1.0177000000000000E+04	  +3.6094589022703749E+03	
  +1.0178000000000000E+04	  +3.6094328701295158E+03	
  +1.0179000000000000E+04	  +3.6094068411668650E+03	
  +1.0180000000000000E+04	  +3.6093808153570913E+03	
  +1.0181000000000000E+04	  +3.6093547927242653E+03	
  +1.0182000000000000E+04	  +3.6093287732487006E+03	
  +1.0183000000000000E+04	  +3.6093027569383567E+03	
  +1.0184000000000000E+04	  +3.6092767437846978E+03	
  +1.0185000000000000E+04	  +3.6092507337998677E+03	
  +1.0186000000000000E+04	  +3.6092247269787727E+03	
  +1.0187000000000000E+04	  +3.6091987233111136E+03	
  +1.0188000000000000E+04	  +3.6091727228121945E+03	
  +1.0189000000000000E+04	  +3.6091467254629742E+03	
  +1.0190000000000000E+04	  +3.6091207312779261E+03	
  +1.0191000000000000E+04	  +3.6090947402505885E+03	
  +1.0192000000000000E+04	  +3.6090687523860188E+03	
  +1.0193000000000000E+04	  +3.6090427676720292E+03	
  +1.0194000000000000E+04	  +3.6090167861141713E+03	
  +1.0195000000000000E+04	  +3.6089908077051768E+03	
  +1.0196000000000000E+04	  +3.6089648324586078E+03	
  +1.0197000000000000E+04	  +3.6089388603697862E+03	
  +1.0198000000000000E+04	  +3.6089128914265984E+03	
  +1.0199000000000000E+04	  +3.6088869256410817E+03	
  +1.0200000000000000E+04	  +3.6088609630016358E+03	
  +1.0201000000000000E+04	  +3.6088350035165358E+03	
  +1.0202000000000000E+04	  +3.6088090471866644E+03	
  +1.0203000000000000E+04	  +3.6087830940012041E+03	
  +1.0204000000000000E+04	  +3.6087571439626699E+03	
  +1.0205000000000000E+04	  +3.6087311970732471E+03	
  +1.0206000000000000E+04	  +3.6087052533392698E+03	
  +1.0207000000000000E+04	  +3.6086793127433202E+03	
  +1.0208000000000000E+04	  +3.6086533752969331E+03	
  +1.0209000000000000E+04	  +3.6086274409974335E+03	
  +1.0210000000000000E+04	  +3.6086015098456332E+03	
  +1.0211000000000000E+04	  +3.6085755818333851E+03	
  +1.0212000000000000E+04	  +3.6085496569713960E+03	
  +1.0213000000000000E+04	  +3.6085237352407707E+03	
  +1.0214000000000000E+04	  +3.6084978166661526E+03	
  +1.0215000000000000E+04	  +3.6084719012262090E+03	
  +1.0216000000000000E+04	  +3.6084459889205382E+03	
  +1.0217000000000000E+04	  +3.6084200797660910E+03	
  +1.0218000000000000E+04	  +3.6083941737469199E+03	
  +1.0219000000000000E+04	  +3.6083682708643241E+03	
  +1.0220000000000000E+04	  +3.6083423711232831E+03	
  +1.0221000000000000E+04	  +3.6083164745195090E+03	
  +1.0222000000000000E+04	  +3.6082905810542634E+03	
  +1.0223000000000000E+04	  +3.6082646907273415E+03	
  +1.0224000000000000E+04	  +3.6082388035257941E+03	
  +1.0225000000000000E+04	  +3.6082129194656350E+03	
  +1.0226000000000000E+04	  +3.6081870385407760E+03	
  +1.0227000000000000E+04	  +3.6081611607525838E+03	
  +1.0228000000000000E+04	  +3.6081352860875372E+03	
  +1.0229000000000000E+04	  +3.6081094145591906E+03	
  +1.0230000000000000E+04	  +3.6080835461678698E+03	
  +1.0231000000000000E+04	  +3.6080576808975779E+03	
  +1.0232000000000000E+04	  +3.6080318187683520E+03	
  +1.0233000000000000E+04	  +3.6080059597561312E+03	
  +1.0234000000000000E+04	  +3.6079801038801743E+03	
  +1.0235000000000000E+04	  +3.6079542511312393E+03	
  +1.0236000000000000E+04	  +3.6079284015099820E+03	
  +1.0237000000000000E+04	  +3.6079025550203437E+03	
  +1.0238000000000000E+04	  +3.6078767116503859E+03	
  +1.0239000000000000E+04	  +3.6078508714028485E+03	
  +1.0240000000000000E+04	  +3.6078250342847123E+03	
  +1.0241000000000000E+04	  +3.6077992002907622E+03	
  +1.0242000000000000E+04	  +3.6077733694255762E+03	
  +1.0243000000000000E+04	  +3.6077475416742559E+03	
  +1.0244000000000000E+04	  +3.6077217170455951E+03	
  +1.0245000000000000E+04	  +3.6076958955444234E+03	
  +1.0246000000000000E+04	  +3.6076700771604451E+03	
  +1.0247000000000000E+04	  +3.6076442618904116E+03	
  +1.0248000000000000E+04	  +3.6076184497488221E+03	
  +1.0249000000000000E+04	  +3.6075926407223296E+03	
  +1.0250000000000000E+04	  +3.6075668348140916E+03	
  +1.0251000000000000E+04	  +3.6075410320209871E+03	
  +1.0252000000000000E+04	  +3.6075152323479833E+03	
  +1.0253000000000000E+04	  +3.6074894357923295E+03	
  +1.0254000000000000E+04	  +3.6074636423475895E+03	
  +1.0255000000000000E+04	  +3.6074378520235960E+03	
  +1.0256000000000000E+04	  +3.6074120648030421E+03	
  +1.0257000000000000E+04	  +3.6073862807039400E+03	
  +1.0258000000000000E+04	  +3.6073604997139532E+03	
  +1.0259000000000000E+04	  +3.6073347218373310E+03	
  +1.0260000000000000E+04	  +3.6073089470716609E+03	
  +1.0261000000000000E+04	  +3.6072831754171521E+03	
  +1.0262000000000000E+04	  +3.6072574068724930E+03	
  +1.0263000000000000E+04	  +3.6072316414424231E+03	
  +1.0264000000000000E+04	  +3.6072058791091499E+03	
  +1.0265000000000000E+04	  +3.6071801198934445E+03	
  +1.0266000000000000E+04	  +3.6071543637826367E+03	
  +1.0267000000000000E+04	  +3.6071286107730716E+03	
  +1.0268000000000000E+04	  +3.6071028608743568E+03	
  +1.0269000000000000E+04	  +3.6070771140861639E+03	
  +1.0270000000000000E+04	  +3.6070513703950000E+03	
  +1.0271000000000000E+04	  +3.6070256298074728E+03	
  +1.0272000000000000E+04	  +3.6069998923279795E+03	
  +1.0273000000000000E+04	  +3.6069741579415236E+03	
  +1.0274000000000000E+04	  +3.6069484266700038E+03	
  +1.0275000000000000E+04	  +3.6069226984921875E+03	
  +1.0276000000000000E+04	  +3.6068969734144630E+03	
  +1.0277000000000000E+04	  +3.6068712514375434E+03	
  +1.0278000000000000E+04	  +3.6068455325629843E+03	
  +1.0279000000000000E+04	  +3.6068198167837381E+03	
  +1.0280000000000000E+04	  +3.6067941040994219E+03	
  +1.0281000000000000E+04	  +3.6067683945180429E+03	
  +1.0282000000000000E+04	  +3.6067426880332982E+03	
  +1.0283000000000000E+04	  +3.6067169846421548E+03	
  +1.0284000000000000E+04	  +3.6066912843401328E+03	
  +1.0285000000000000E+04	  +3.6066655871400494E+03	
  +1.0286000000000000E+04	  +3.6066398930376263E+03	
  +1.0287000000000000E+04	  +3.6066142020226230E+03	
  +1.0288000000000000E+04	  +3.6065885140959558E+03	
  +1.0289000000000000E+04	  +3.6065628292673232E+03	
  +1.0290000000000000E+04	  +3.6065371475286693E+03	
  +1.0291000000000000E+04	  +3.6065114688843419E+03	
  +1.0292000000000000E+04	  +3.6064857933273947E+03	
  +1.0293000000000000E+04	  +3.6064601208578974E+03	
  +1.0294000000000000E+04	  +3.6064344514707286E+03	
  +1.0295000000000000E+04	  +3.6064087851820350E+03	
  +1.0296000000000000E+04	  +3.6063831219756880E+03	
  +1.0297000000000000E+04	  +3.6063574618588668E+03	
  +1.0298000000000000E+04	  +3.6063318048226179E+03	
  +1.0299000000000000E+04	  +3.6063061508740661E+03	
  +1.0300000000000000E+04	  +3.6062805000150020E+03	
  +1.0301000000000000E+04	  +3.6062548522313582E+03	
  +1.0302000000000000E+04	  +3.6062292075396599E+03	
  +1.0303000000000000E+04	  +3.6062035659217136E+03	
  +1.0304000000000000E+04	  +3.6061779273904731E+03	
  +1.0305000000000000E+04	  +3.6061522919406111E+03	
  +1.0306000000000000E+04	  +3.6061266595754669E+03	
  +1.0307000000000000E+04	  +3.6061010302799482E+03	
  +1.0308000000000000E+04	  +3.6060754040735997E+03	
  +1.0309000000000000E+04	  +3.6060497809422363E+03	
  +1.0310000000000000E+04	  +3.6060241608875335E+03	
  +1.0311000000000000E+04	  +3.6059985439072279E+03	
  +1.0312000000000000E+04	  +3.6059729300074646E+03	
  +1.0313000000000000E+04	  +3.6059473191809270E+03	
  +1.0314000000000000E+04	  +3.6059217114318285E+03	
  +1.0315000000000000E+04	  +3.6058961067575206E+03	
  +1.0316000000000000E+04	  +3.6058705051611914E+03	
  +1.0317000000000000E+04	  +3.6058449066316025E+03	
  +1.0318000000000000E+04	  +3.6058193111747405E+03	
  +1.0319000000000000E+04	  +3.6057937187937519E+03	
  +1.0320000000000000E+04	  +3.6057681294853178E+03	
  +1.0321000000000000E+04	  +3.6057425432443110E+03	
  +1.0322000000000000E+04	  +3.6057169600675047E+03	
  +1.0323000000000000E+04	  +3.6056913799667759E+03	
  +1.0324000000000000E+04	  +3.6056658029393202E+03	
  +1.0325000000000000E+04	  +3.6056402289748385E+03	
  +1.0326000000000000E+04	  +3.6056146580704462E+03	
  +1.0327000000000000E+04	  +3.6055890902404267E+03	
  +1.0328000000000000E+04	  +3.6055635254798499E+03	
  +1.0329000000000000E+04	  +3.6055379637758610E+03	
  +1.0330000000000000E+04	  +3.6055124051434700E+03	
  +1.0331000000000000E+04	  +3.6054868495706560E+03	
  +1.0332000000000000E+04	  +3.6054612970635476E+03	
  +1.0333000000000000E+04	  +3.6054357476246928E+03	
  +1.0334000000000000E+04	  +3.6054102012361213E+03	
  +1.0335000000000000E+04	  +3.6053846579182505E+03	
  +1.0336000000000000E+04	  +3.6053591176539580E+03	
  +1.0337000000000000E+04	  +3.6053335804558446E+03	
  +1.0338000000000000E+04	  +3.6053080463130709E+03	
  +1.0339000000000000E+04	  +3.6052825152377050E+03	
  +1.0340000000000000E+04	  +3.6052569872125800E+03	
  +1.0341000000000000E+04	  +3.6052314622452177E+03	
  +1.0342000000000000E+04	  +3.6052059403321446E+03	
  +1.0343000000000000E+04	  +3.6051804214810995E+03	
  +1.0344000000000000E+04	  +3.6051549056831136E+03	
  +1.0345000000000000E+04	  +3.6051293929372600E+03	
  +1.0346000000000000E+04	  +3.6051038832450563E+03	
  +1.0347000000000000E+04	  +3.6050783766101654E+03	
  +1.0348000000000000E+04	  +3.6050528730305723E+03	
  +1.0349000000000000E+04	  +3.6050273724990143E+03	
  +1.0350000000000000E+04	  +3.6050018750191525E+03	
  +1.0351000000000000E+04	  +3.6049763805899224E+03	
  +1.0352000000000000E+04	  +3.6049508892165763E+03	
  +1.0353000000000000E+04	  +3.6049254008894973E+03	
  +1.0354000000000000E+04	  +3.6048999156035420E+03	
  +1.0355000000000000E+04	  +3.6048744333733284E+03	
  +1.0356000000000000E+04	  +3.6048489541901599E+03	
  +1.0357000000000000E+04	  +3.6048234780538696E+03	
  +1.0358000000000000E+04	  +3.6047980049671296E+03	
  +1.0359000000000000E+04	  +3.6047725349222615E+03	
  +1.0360000000000000E+04	  +3.6047470679189628E+03	
  +1.0361000000000000E+04	  +3.6047216039657865E+03	
  +1.0362000000000000E+04	  +3.6046961430527972E+03	
  +1.0363000000000000E+04	  +3.6046706851908484E+03	
  +1.0364000000000000E+04	  +3.6046452303640772E+03	
  +1.0365000000000000E+04	  +3.6046197785782265E+03	
  +1.0366000000000000E+04	  +3.6045943298295201E+03	
  +1.0367000000000000E+04	  +3.6045688841288411E+03	
  +1.0368000000000000E+04	  +3.6045434414648448E+03	
  +1.0369000000000000E+04	  +3.6045180018415754E+03	
  +1.0370000000000000E+04	  +3.6044925652617098E+03	
  +1.0371000000000000E+04	  +3.6044671317076431E+03	
  +1.0372000000000000E+04	  +3.6044417012034860E+03	
  +1.0373000000000000E+04	  +3.6044162737230495E+03	
  +1.0374000000000000E+04	  +3.6043908492857672E+03	
  +1.0375000000000000E+04	  +3.6043654278839908E+03	
  +1.0376000000000000E+04	  +3.6043400095150555E+03	
  +1.0377000000000000E+04	  +3.6043145941815874E+03	
  +1.0378000000000000E+04	  +3.6042891818864337E+03	
  +1.0379000000000000E+04	  +3.6042637726154148E+03	
  +1.0380000000000000E+04	  +3.6042383663735723E+03	
  +1.0381000000000000E+04	  +3.6042129631711614E+03	
  +1.0382000000000000E+04	  +3.6041875629985520E+03	
  +1.0383000000000000E+04	  +3.6041621658524655E+03	
  +1.0384000000000000E+04	  +3.6041367717358526E+03	
  +1.0385000000000000E+04	  +3.6041113806532053E+03	
  +1.0386000000000000E+04	  +3.6040859925906416E+03	
  +1.0387000000000000E+04	  +3.6040606075594847E+03	
  +1.0388000000000000E+04	  +3.6040352255554108E+03	
  +1.0389000000000000E+04	  +3.6040098465833012E+03	
  +1.0390000000000000E+04	  +3.6039844706271674E+03	
  +1.0391000000000000E+04	  +3.6039590977012035E+03	
  +1.0392000000000000E+04	  +3.6039337277923369E+03	
  +1.0393000000000000E+04	  +3.6039083609129675E+03	
  +1.0394000000000000E+04	  +3.6038829970573688E+03	
  +1.0395000000000000E+04	  +3.6038576362232880E+03	
  +1.0396000000000000E+04	  +3.6038322784074248E+03	
  +1.0397000000000000E+04	  +3.6038069236184924E+03	
  +1.0398000000000000E+04	  +3.6037815718432762E+03	
  +1.0399000000000000E+04	  +3.6037562230924996E+03	
  +1.0400000000000000E+04	  +3.6037308773572581E+03	
  +1.0401000000000000E+04	  +3.6037055346452848E+03	
  +1.0402000000000000E+04	  +3.6036801949491869E+03	
  +1.0403000000000000E+04	  +3.6036548582629548E+03	
  +1.0404000000000000E+04	  +3.6036295246025129E+03	
  +1.0405000000000000E+04	  +3.6036041939556540E+03	
  +1.0406000000000000E+04	  +3.6035788663174521E+03	
  +1.0407000000000000E+04	  +3.6035535416999664E+03	
  +1.0408000000000000E+04	  +3.6035282200965025E+03	
  +1.0409000000000000E+04	  +3.6035029015021182E+03	
  +1.0410000000000000E+04	  +3.6034775859296205E+03	
  +1.0411000000000000E+04	  +3.6034522733599397E+03	
  +1.0412000000000000E+04	  +3.6034269638020346E+03	
  +1.0413000000000000E+04	  +3.6034016572533051E+03	
  +1.0414000000000000E+04	  +3.6033763537204650E+03	
  +1.0415000000000000E+04	  +3.6033510531980996E+03	
  +1.0416000000000000E+04	  +3.6033257556737203E+03	
  +1.0417000000000000E+04	  +3.6033004611649235E+03	
  +1.0418000000000000E+04	  +3.6032751696649848E+03	
  +1.0419000000000000E+04	  +3.6032498811673358E+03	
  +1.0420000000000000E+04	  +3.6032245956837860E+03	
  +1.0421000000000000E+04	  +3.6031993131988861E+03	
  +1.0422000000000000E+04	  +3.6031740337165920E+03	
  +1.0423000000000000E+04	  +3.6031487572429705E+03	
  +1.0424000000000000E+04	  +3.6031234837675611E+03	
  +1.0425000000000000E+04	  +3.6030982133053149E+03	
  +1.0426000000000000E+04	  +3.6030729458351398E+03	
  +1.0427000000000000E+04	  +3.6030476813688961E+03	
  +1.0428000000000000E+04	  +3.6030224199084487E+03	
  +1.0429000000000000E+04	  +3.6029971614407295E+03	
  +1.0430000000000000E+04	  +3.6029719059832146E+03	
  +1.0431000000000000E+04	  +3.6029466535112883E+03	
  +1.0432000000000000E+04	  +3.6029214040500797E+03	
  +1.0433000000000000E+04	  +3.6028961575786152E+03	
  +1.0434000000000000E+04	  +3.6028709141085474E+03	
  +1.0435000000000000E+04	  +3.6028456736293169E+03	
  +1.0436000000000000E+04	  +3.6028204361504800E+03	
  +1.0437000000000000E+04	  +3.6027952016695517E+03	
  +1.0438000000000000E+04	  +3.6027699701763613E+03	
  +1.0439000000000000E+04	  +3.6027447416810460E+03	
  +1.0440000000000000E+04	  +3.6027195161804334E+03	
  +1.0441000000000000E+04	  +3.6026942936717487E+03	
  +1.0442000000000000E+04	  +3.6026690741528137E+03	
  +1.0443000000000000E+04	  +3.6026438576231276E+03	
  +1.0444000000000000E+04	  +3.6026186440898691E+03	
  +1.0445000000000000E+04	  +3.6025934335475695E+03	
  +1.0446000000000000E+04	  +3.6025682259901073E+03	
